"idx","content","star"
"2019","这本书真残酷。老百姓真是命如草芥。","推荐"
"2020","年少读时体会不深，年纪大了会回想的书","力荐"
"2021","太难受了","力荐"
"2022","其实有时候会想，中国人不断说服自己忍受生活的人生哲学另一面未尝不是一种阿Q精神，所以有点悲哀又无可奈何……有庆这段真是哭死了，生活就是这样，给你一个甜枣再让你摔个跟头","力荐"
"2023","就这么回事。余华说搞不懂昆德拉写的是什么东西，但我猜昆德拉应该搞得懂余华为何能成主流作家...（文人相轻、文人相轻...哎）","还行"
"2024","从这本书看出了一个概念，也就是心理学上的“逆向合理化”。其实很多人不是因为发现了生活的意义而选择活着，而是反过来。","推荐"
"2025","尽管有一千个理由可以死去，但是福贵一直坚强的活着，尽管原因说不清道不明，活着是一种信念，从来没有被放弃","力荐"
"2026","活着不易，尤其是在那个年代。","力荐"
"2027","就算命运如何弄人，也不要失去活着的意志，坚持挣扎下去吧。","力荐"
"2028","有庆死那段，揪心又高潮。","力荐"
"2029","20年第4本我觉得比较有意义的，就是和建国前后所有历史事件结合了起来。但有一说一，我是真的不懂看小说它究竟能得到什么，这不就是一个不断死人的故事嘛，世事艰难这件事我都知道啊，建国后的这些运动我也了解过啊，自大一点说，结合历史事件写这种家破人亡的故事，我也可以啊只不过我会少许多文学性，那些景物神态动作描写，我肯定是写不出来的，我只会进行事件的堆砌。所以，就故事剧情和我所体会到的思想深度来说，我觉得只能说还行给3星，但是文学性是我短板，我不知道怎么评价。可能是文学成就比较高？才值得9分？","还行"
"2030","16年","力荐"
"2031","经典就是经典，一读就沉进去出不来。有庆的献血让我想跑过去拉住他，而当看着一个个人相继离去，我却再没有拉住他们的想法，我只能作为一个旁观者，一个普通人，一字概之—命。","力荐"
"2032","一口气看完，富贵的一生是当时中国人的一生，许多情节在家里老人的记忆里都是真实存在的。别人要说好几倍多的话，这本书一句话就过去了，但是信息量是丰富的。","推荐"
"2033","有时候苦难并没有意义，而我们也只能默默承受。","推荐"
"2034","14年吧大概","力荐"
"2035","刚开始看的时候还觉得这样子的书不会喜欢看，可是看着看着就哭了，尤其看到有庆那段，这孩子真是太可怜了，我想生在新中国生在改革开放后真好，愿我自己的孩子这一辈子都不要有战乱","力荐"
"2036","然而对福贵来说，他的一生是幸福的。作品并不有多深刻（而在隐隐地露出了他并不深刻却接近于真实的面容），然而他补足了这样一个事实：旁观者（尤其是职业或是个人需要的批评者）自以为是的评论与在终极上无病呻吟的声音","力荐"
"2037","活着就是活着，生活就是这样。","力荐"
"2038","好沉重啊","力荐"
"2039","小说补全电影","力荐"
"2040","小时候看的了，情节过于悲痛，我幼小的心灵有了阴影。至今也记得，一个馒头吃下去，喝了水就会变成6个…","推荐"
"2041","人生大悲大合，不过沧海一粟。活着最重要。","推荐"
"2042","第二次读，仿佛第一次没有读过一样。活着，唉，难过。不过也有很多很多的道理吧。","力荐"
"2043","看完心里忍不住叹气，余华老师的书读完一遍不敢再读第二遍，太痛了。","力荐"
"2044","把命运生活苦难都写得深刻了，生过孩子的人看得喉咙发硬","力荐"
"2045","伤痕文学","推荐"
"2046","成熟的作家写生活，描写，手法，结构都是浑然天成的。节奏感强，该松的松，该紧的紧。 这几天看作文大赛的新手们写故事，难得有节奏掌握的好的。","力荐"
"2047","文学展现残酷，也拯救美好。","力荐"
"2048","小学四年级读的","推荐"
"2049","补录","力荐"
"2050","昨天到了《活着》，书不厚，当天就想看，主题沉重苦逼，不能在家里读，于是晚上端着书在2号线地铁里来来回回，在地底下钻来钻去。人的一生，没办法活得千姿百态，没办法历经各种情感，更不太容易体验到极致的兴奋、极致的低沉、极致的快乐、极致的悲伤，经历过任何一种极致的人，都是不幸的，经历后，又是接近真相的：正如对体验过极致悲伤的人来说，活着的意义在于活着。","力荐"
"2051","就算是读过多次，都能感受到文字渗透纸背的力量和真情。","力荐"
"2052","太沉重了 ","力荐"
"2053","补记录。","力荐"
"2054","一天看完，读起来很精彩，是小人物被命运摆弄的无奈，只是活下去已经极其艰难的苦难，是不挣扎就得看着最爱的人死的绝望，也有亲情爱情爱的喜悦。看到了很多东西，但没有看到自己，这本书也不例外，这是我为什么不爱读那个年代书的原因，四星推荐","推荐"
"2055","人生悲苦，坚强生活。","力荐"
"2056","活着就是一切。再苦再难，想想福贵的一生，都算不了什么。","力荐"
"2057","我用一个多钟就看完了，是不是觉得这本书很简单？不是的！他给你长长久久的思考","力荐"
"2058","活着已经是做大最卑微的累和目的","力荐"
"2059","比电影还要惨。",""
"2060","1.剧情简直让我槽多无口，我明白，你要表达“活着”这个人生最应该坚持的东西。但…好歹得顾忌一下内容吧，简直把书写成了一本“来来来，你猜怎么死的”悬疑！2.我就问问，这就是个玩脱了的富二代的故事呗，不过是自己捅的篓子，咽不下去也得咽。让我完全没办法跟他建立感情，只想打破他的头。3.人物内心空洞。我就问问福贵，你儿子让人整死了，你就菩萨心肠？就算是兄弟，就能心无嫌隙，拥抱友情，你是不是拿的《追风筝的人》的剧本？4.战争和时代的描写，简直可以说单薄的要命。虽然拿《生活与命运》相比，确实是我过分。但这也太…5.拉一踩一的挺多语句我也爱不起来。什么“家珍就这样清清白白的走了，不像村里有些女人”。我就问问，你们村的女人在剧情里根本没出现过，这莫名其妙捅一刀什么意思，你对女人有什么意见？","较差"
"2061","苦","力荐"
"2062","为了top250再标一次","力荐"
"2063","绝对不后悔读的一本书。","力荐"
"2064","主人公太惨了","推荐"
"2065","从这部书喜欢的余华","力荐"
"2066","活着的意志是福贵身上唯一不能被剥夺走的东西","力荐"
"2067","“人是为活着本身而活着，而不是为活着之外的任何事物所活着。”明明是难以承受的苦难，可在富贵身上体现的却是超脱于苦难之上的实实在在的“生活”。出现在我眼前，活在我脑海的老人用宁静的语气谈论着他死去的妻子、儿女、女婿……我的内心也涌上了一股难言的温情。","推荐"
"2068","这本书不应该让我们读完后觉得有多惨痛，而是要珍惜现在的好生活，不断地更好地活着","力荐"
"2069","初升高时看的，那时解释不清为活着本身活着啥意思，一月一日凌晨我突然有点感觉辽。","力荐"
"2070","生与死，悲与苦，柔与韧","力荐"
"2071","更爱收获版，感觉余华被张艺谋坑了。2017.12.21 09:24","还行"
"2072","做人还是平常些好，争这个，争那个，争来争去连命都没了","力荐"
"2073","19年读到20年。苦难人生。富贵是痛苦的，但也是幸运的。看着身边至亲的人一个个离去需要坚强的存活意志。","推荐"
"2074","大一时在图书馆五楼一直呆着，看了余华的一系列的书","推荐"
"2075","补标。目前为止读过最惨的一本小说，我真幸福。佩服主人公富贵的心态，活着实属不易。","力荐"
"2076","太悲惨了！早晨看完后，内心堵了一个上午。","推荐"
"2077","活着意味着人生，或长或短，或苦或甜，真的说起来，就是一个只属于自己的故事。熬过去也就到了头，到了头也就平淡起来，只是一位乡下老人和一头老牛。","力荐"
"2078","没感觉有什么好的","还行"
"2079","人是为了活着本身而活着","推荐"
"2080","（补）我们一直都在思考活着的意义！","推荐"
"2081","2019年国庆","推荐"
"2082","高中的时候看的，大晚上一个人在房间里哭的死去活来","力荐"
"2083","易读，能否过好这一生，环境是一方面，脑子是另一方面。","推荐"
"2084","腦子里都是葛優那張愣臉和瘦雞身材。不得不說，葛優和鞏俐把福貴和家珍演活了。","推荐"
"2085","生命悲苦不过如此。眼见他起高楼，眼见他宴宾客，眼见他楼塌了。想起教父里唐柯里昂离世的时候说的那句“life is so beautiful”，真的不得不让人感慨福贵遭受到的命运真的是那种让人苦到心里的命，有庆和二喜的死亡真的太命运弄人了","力荐"
"2086","悲悲喜喜，起起伏伏，命运砸过一个又一个浪潮，活着，就是一个又一个地去应对，走下去。","推荐"
"2087","高中","力荐"
"2088","活着的意味在于忍受","力荐"
"2089","午休又读了一遍，全神贯注，落泪几次。福贵埋葬了一家人，但这个时代还在继续","力荐"
"2090","在看豆瓣读书榜单找书。高中时期读过，当时还比较震撼的，补分。","力荐"
"2091","相比于张艺谋电影版《活着》透出来的光亮，原著无疑是一次更为残忍的阅读体验……","力荐"
"2092","为什么会有这么致抑却又治愈的小说，看到最后我竟然觉得心情很平和。明明富贵那么苦，我应该觉得他可怜，但又觉得他应该是幸福的。人生在世再怎么波澜壮阔最后都终将回归平静，就像余华说的旁人无权决定自己的生活到底是幸或不幸。只有经历过一切的自己才有资格评判，同时时间也会给出答案。","力荐"
"2093","让人压抑的真实感，补记","力荐"
"2094","补标标标","推荐"
"2095","太惨了，可也只能活着","力荐"
"2096","2005年第一次读，还依稀记得读完的震撼，在讲台上和班上同学分享读后心得。马上15年了，又重读了一遍。虽然没有了当初的震撼，但依然很痛。活着，到底是幸还是不幸？（可悲的是看到很多年轻的新读者对那段历史了解的太少太少，然后在质疑作者内容的合理性，例如天天下地干活的女的怎么生孩子会死？吃豆子怎么可能撑死？云云）","力荐"
"2097","大时代，刻骨铭心下的小人物","力荐"
"2098","故事本身写的不怎么样。印象最深的就是：我严重怀疑福贵这个老头是克星！所有的亲人都被他克死了，只有他自己活着！做他的亲人真是倒霉苦命🥵🥵","还行"
"2099","更正了很多看法。这本其实只有九万多字。读多了邻国文学，这些都成了小册子了。除了书名，其实内容并没有提到“活着”的价值观，而书是独立的，越自由的书越独立。结尾想到老人与海。真实性达不到完美，一部分在于情节设置，一部分在于写作方法。在真实性上，回望式独白叙述的形式天然弱于现在进行时。即，讲故事与各人物现场对话之区别。然而，从作者的创作回忆来说，他当然是转换了一条路，这条路大概好走一点，因为各人物现场一步步推进要复杂的多，就像陀氏那样操作，而且整体会拉长，那就是另一个故事了。总体说，在这本小说中较为轻易地抓到了作者的思维脉络。可以说写得很好了，但远到不了峰尖的位置。它不是完美的。从美学来说，一个作者想靠人物表达自己的一个观念，那这个作品就很难是最优秀的那种作品。","推荐"
"2100","惨","力荐"
"2101","少年去游荡 中年想掘藏 老年做和尚","力荐"
"2102","人是为活着本身而活着的，而不是为了活着之外的任何事物所活着。命运如此不公也还是坚持活着，相比之下死又算什么呢？福贵老人和福贵老牛之间也很有趣。","力荐"
"2103","生，容易；活，容易；生活不容易。","力荐"
"2104","鼻涕一把泪一把的读完","力荐"
"2105","令人窒息的伤痛。","推荐"
"2106","读过，但是很久了，不大记得🙈","推荐"
"2107","没有什么渲染，它真实残酷得让你不住的掉眼泪、狠狠地揪心……一个普通家庭被灰暗的时代洗刷拍打，只剩下活着的人作为曾经时光的记忆者和怀念者……最悲痛的是里面没有特别清晰的坏人，坏也坏不到底，你连憎恨都无处安放，剩下的就是叹息和无奈。","力荐"
"2108","有庆的死让我感到窒息，眼睛快哭瞎了。","力荐"
"2109","如果不是有多语言版本的自序，值得满分。","推荐"
"2110","一次次看似重又燃起的希望，结局却是更深一层的灾难。越往后读，心上就仿佛压上更大一块石头。每一个人的死去都让我疑惑这背后究竟是什么原因，可到了最后也只剩下一个字：命。活着是比死去需要更大的勇气。当你觉得再也喘不过来气的时候，突然看到福贵和老牛离去的背影，一瞬间，又释然了。衣食无忧时的我们总是在说，人活一世，要生活而不是生存。可当我们看到那些连生存都是奢望，只剩下挣命的本能的人，又有什么资格对于苟活二字嗤之以鼻。那便好好活着吧。","力荐"
"2111","每次看到那段历史都不敢相信这只是几十年前的事","推荐"
"2112","余华最可怕是用平淡到不行的语言描绘出福贵悲惨到泣血的人生，福贵、家珍、凤霞、有庆、二喜、苦根，人人不易，却人人都在努力活下去，一点点萤火都能成为照亮前路的灯光，哪怕萤火全灭，漆黑一片，也依然要负着逝者的重量和希望，慢慢的走下去，再艰难也要活着。","力荐"
"2113","三个小时一口气看完，越看越精神，看到凤霞哑了心如刀割，有庆死了痛哭不已，到最后一个个离去，想哭真的没有眼泪，难过却发不出一声叹息。难受，全书除了开头，后面就没有一段让人稍微感到幸福的时光，除了绝望还是绝望，死亡还是死亡，但竟然还能看开了，所以，这就是活着…","力荐"
"2114","因在兼职，无奈只能断断续续地读完，之后有完整的时间时一定会再读一遍。","推荐"
"2115","补标","推荐"
"2116","小说太悲情，让人潸然泪下","力荐"
"2117","悲伤。绝境。难言的苦痛。都是张力，并与生命拉锯。","力荐"
"2118","与电影，各有千秋","推荐"
"2119","我问自己如果我是他 在孙子走后还会选择活着吗  可能不会了  但书很快就能读完 这些生死也是一股脑的摆到我们面前  真实的生活中 他们却是一个一个来的  一些绝望掺杂着一点希望 一点快乐 一点幸福  让人难以忍受 也不愿摆脱","力荐"
"2120","余华的文字表面上平淡无奇，甚至有些俗，表达出来却非常震撼，不愧是大师。","推荐"
"2121","最好能对过程中的大事有个基本的了解，这是苦的大根源。而是什么造就了福贵越苦越强的生命力光辉呢？我想是类似佛家所言的断舍离。福贵仿佛没什么舍不得，失去的便失去了，得到了也就得到了，大起大落，平淡如水，哭过笑过，福贵还是福贵，是拳头，是子弹，是生、老、病、死，都击不垮，打不烂的福贵。因他不执着。不追求。这是一种使人钦佩，却也没人想要的精神。","力荐"
"2122","活着，坚强的活着，沉默的活着，乐观的活着","力荐"
"2123","活不下去的时候可以读读的书。","力荐"
"2124","余华的书总是一针见血","推荐"
"2125","活下来的人才是最痛苦的","力荐"
"2126","每每读完都是一声叹息。","推荐"
"2127","初中的时候看的看完全是愤怒","力荐"
"2128","现在回过头看看没有当初那么震撼了，但不失为一部经典，适合读书入门。","推荐"
"2129","一个残忍的故事，当一个个亲人离他而去时，我真的不知道还有什么支撑他活下去。","推荐"
"2130","众生皆苦。","力荐"
"2131","“人是为活着本身而活着的。”我们都是时间的容器，这样想来我会沉迷摄影也是理所应当。行动和情绪不需要对应，情绪上长久的带着感恩和满足，不断自省以善待人，几个轮回后就会收果子。社会变革也就是靠集体直觉和行动摩擦生力的结果。如果福贵没有那么惨就好了。下辈子见吧。","力荐"
"2132","高中阅读课后跟着几节自习偷偷读完。","推荐"
"2133","这本书一直在书柜上，小时候读过早已忘了，所以小孩子读根本就读不懂吧，生活的辛苦要长大了才更有体会。整篇太苦了，福贵年轻时就是败家又赌又嫖的渣男，我最心疼的是妻子家珍，一个大小姐出生的女人跪下求男人回家还被暴打，丈夫被俘虏后自己一个人养一双儿女，生病后害怕自己没有价值一直在干活。故事背景对中国近代史通过人物生活交代得很清楚，国共内战、人民公社、大饥荒、文化大革命一次又一次的经历，亲人一个个地离去。儿子给孕妇献血被夺性命，埋下儿子时难过地想哭，却发现孕妇是战友春生的夫人，最后春生被批斗忍受不了痛苦自杀了。女儿凤霞出嫁时的不舍，原以为凤霞终于过上好日子了结果生孩子时又死去，家珍不久也跟着去了。女婿带着儿子相依为命，最后又在工地里发生意外死去。连仅剩的一个孙子在生病后吃豆子噎死了...这也太凄惨了。","力荐"
"2134","死的太闹心了，不过也算是某种时代和人性背景下的悲剧。","力荐"
"2135","大学时候读的","力荐"
"2136","我就觉着有点难受，可能是因为以前被推荐过几次，过程中我一直在等下一个死的人是谁，就好像在熬一样","推荐"
"2137","没有任何言语能够形容这本书","力荐"
"2138","语言朴素，故事动人心，日子如何过，人是否幸福，只有自己知道，无需他人评说。活下去，就是最大的成就。","推荐"
"2139","第一次觉得名著不愧是名著","力荐"
"2140","补。","力荐"
"2141","用力过猛，细节穿帮，半本好书","较差"
"2142","一种对苦痛轻灵和过于平静的写法，更是反衬出了人生之残酷。","力荐"
"2143","命运给的一切，都承受。","力荐"
"2144","先看电影后看的书，不管是对作为作家的余华还是导演的张艺谋，活着都是浓墨重彩的一笔","力荐"
"2145","那时候最底下的人总是活得那么卑微 不过只要能和自己爱着的人一起好好活着就够了 人是为了活着本身而活着 而不是为了活着之外的任何事物而活着","推荐"
"2146","心里堵得慌，人生怎么可以这么艰难。","力荐"
"2147","经典就是翻开不想停下来，每一人的离世都让人压抑，但也哭不出来，因为这书从头到尾都有一股力量，顽强的力量。余华是一位怀着慈悲心的硬汉～","推荐"
"2148","课上读的泪流满面。年少读这本书，觉得人生真的好苦。为什么还要活着，可能活着就是意义。","力荐"
"2149","福贵讲述自己从纨绔子弟挥霍家业到一贫如洗，却也算洗心革面重新做人。经历了被抓壮丁返乡务农，土改因输掉家业因祸得福没有被打倒，之后就是生活的艰辛，陆续送走了儿子有庆、女儿凤霞、媳妇家珍、女婿二喜、外孙苦根的充满坎坷的一生。","推荐"
"2150","书较电影而言，我更喜欢书的倒叙方式。也许回忆的疼没有正在发生的那么挣扎。第一本一口气读完的书","力荐"
"2151","福贵是挺惨的，但他也挺命硬的。读了后挺感动，但也许是自己离那个年代太远了，没有什么共鸣感。ps.其实我想吐槽一下福贵，感觉着就是对他的惩罚，（不应该叫活着，应该叫活该😂🤔😏）","力荐"
"2152","大师级的文字功底，纯情节构架的渲染，烘托出人物命运和时代变迁。跟《平凡的世界》一样，非常具备代入感，中篇篇幅，速写式的快速勾勒，留下了大量的情感共鸣的空间。如果说有什么遗憾，我觉得作为读者，角色的批量死去，还是略略残忍，毕竟这很戏剧化，常常戏剧化就意味着编排和臆造，太多的刻意虚构会让阅读者有眩晕和脱离感。最后苦根被黄豆撑死的设计，不满意，满满的著者略邪的心思；苦根或许用别的方式死掉更柔软一些。","力荐"
"2153","生活的苦","力荐"
"2154","补标注","力荐"
"2155","📖「少年去遊蕩，中年想掘藏，老年做和尚。」——余華《活著》📍9/11/18","推荐"
"2156","平静中的绝望蔓延","力荐"
"2157","看过另一版 ","力荐"
"2158","行文流畅，一气呵成。",""
"2159","余华的文笔真是独树一帜。","力荐"
"2160","最后只剩福贵和一只老牛罢了","力荐"
"2161","生活就是在你找到黑暗中丁点光时，掐灭。 ","力荐"
"2162","福贵单纯的世界观在经历了不同的时代后，仍然奇迹般地保留下来。中国的战争，“大跃进”直到文化大革命，这些灾难给个人带来的后果被福贵看作无名的命运的打击，读者如果不相信类似讽刺和陌生化的更高的手法，应该佩服化解了困难，在晚年落寞的生活图景下孤独的，但并不寂寞的主人公：这就是“活着”。（德国《日报》1998年6月13日）","力荐"
"2163","有东西吃，有地方睡觉。有什么资格自暴自弃？","力荐"
"2164","震撼。","力荐"
"2165","在我降生的1992年，《活着》完稿了，它今年27岁了，是与我同岁。一个家庭、四代人、个体的一生组成时代的缩影，背负着真实的沉重，这个语境悲凉而顽强，令人唏嘘。行文炼道，笔触要害，直戳人心。那个时代虽然在我们身后很远了，但与《活着》有相似内核的悲情故事，现在或许以其他形式存在着，因为生命是流动的，死亡永远客观存在，人在生与死面前都是平等的。读来觉得顾影自怜，由文及己，试问平日的生活表面上波澜不惊，日日如常，而窥察内心，有几日能逃过痛苦的折磨？","力荐"
"2166","风格是和平凡的世界一样写实类的，但读起来冷峻又悲凉，看到家珍说福贵别骗我了有庆已经不在了，鼻子一酸。人生也是起起落落有喜有悲。（论文怎么办）","推荐"
"2167","太真实了反而显得残忍",""
"2168","作者的文笔是如此的精湛、流畅，整篇小说如行云流水，阅读体验极佳。时代的浪潮滚滚向前，并不是每个人都能成为弄潮儿，也并非中国如此。自己感受最深的在于，家是唯一的城堡，家人是每个人心灵的归宿，用心去行动、去善待他们。","推荐"
"2169","可能是作者的语言太过于平铺直叙，极力的想要把福贵老人的一生不带感情的描述下来，反而给人一种更加无声胜有声的震撼和难过。干干的难受","力荐"
"2170","时间将一切尖锐慢慢磨平，而生命看似最脆弱无力，却又总会以一种柔软的姿态展现出它坚韧、顽强生长的力量。","力荐"
"2171","读过啊。","推荐"
"2172","“少年去游荡，中年想掘藏，老年做和尚”。","推荐"
"2173","还是电影拍的好","还行"
"2174","书名是《活着》，写的都是死亡。","力荐"
"2175","这个世上太多人无法探寻生命的意义，而只是活着。","力荐"
"2176","这是不是当代第一的小说？","力荐"
"2177","不敢直面惨淡。","力荐"
"2178","其实本书早有耳闻，故事梗概也早已了然，但文学的力量只有在阅读中才能体现，正如生活只有经历过才能体会。既然存在主义已经揭示存在先于本质，那就不必再诘问人为何而生。梨者，离也，千言万语化作一句“人是为活着本身而活”。无论如何，在别人都不愿正视过去的时候福贵还能坦然叙述，也自有一分刚健在其中。","力荐"
"2179","补标 高中","推荐"
"2180","很久以前读的，苦哈哈的不喜欢","还行"
"2181","活着啊","力荐"
"2182","一场灾难下的平民老百姓！日子就是这么过，但是真的就是悲凉。","推荐"
"2183","很多人不喜欢《活着》很多人幸运到一辈子都把《活着》当作故事在读像我就不一样我是靠着《活着》以及类似的事物支撑到如今的。",""
"2184","1我一直是以敌对的态度看待现实。随着时间的推移，我内心的愤怒渐渐平息，我开始意识到一位真正的作家所寻找的是真理，是一种排斥道德判断的真理。作家的使命不是发泄，不是控诉或者揭露，他应该向人们展示高尚。这里所说的高尚不是那种单纯的美好，而是对一切事物理解之后的超然，对善和恶一视同仁，用同情的目光看待世界。2嫖赌不分家，堵不过老千的。人的欲望。3遇到的人和事情，至少有好几件不正义公平，打破信仰，让人绝望痛苦4年轻时的美丽风流不在5人与人的联系与关爱的支撑，活着。与爱人相以为靠，互相忠诚。总有开心的事发生，没有自己就去创造。6岁月的沧桑，活着的意志。平淡无奇，却有力量。","力荐"
"2185","补","力荐"
"2186","用最简单朴实的文字，描绘出了最残酷的人生图景。越是云淡风轻不加修饰，读起来就越为那些死亡和麻木痛心。有庆、凤霞、二喜、家珍，甚至春生、老全，那些活生生的、善良的、用尽全力活着的人，在时代的洪流下都只是渺小脆弱不堪一击的蚁虫。历史的一小段弯路，就是这些人的一生。","力荐"
"2187","为活着本身活着","力荐"
"2188","余华的文字有赶集解放鞋粘着黄泥的味儿。","推荐"
"2189","幸与不幸唯有自己知，活着本身就是最大的勇气。","力荐"
"2190","先看电影真是吃亏了，书好上一百倍。而且果然大饥荒电影里就没拍","力荐"
"2191","高尚不是那种单纯的美好，而是对一切事物理解后的超然。对善于恶一视同仁，用同情看待整个世界。","还行"
"2192","人生不易，勿言放弃。","力荐"
"2193","这本书不是让你喜欢的，因为它讲的是人世间最彻底的悲痛，《活着》中平淡的文风：死亡、孤独、饥饿、民国、战争、文革……让中国农民最喜欢的“福贵”去承担近代中国遭受的百年屈辱。我看不下去。","力荐"
"2194","补","力荐"
"2195","我想说点什么，思绪万千但不知从何说起","力荐"
"2196","冲这历史背景搭配的人物和情节描写，三星不能再多。因为悲剧到产生荒诞意味的时候，已经没有了丝毫带入感去继续感受了，反而会有作者利用一切情节想要引导或是操控读者的恶心感。","还行"
"2197","我是听书听完的 超级震撼啊","力荐"
"2198","多年前读过，太惨了。过去的苦难岁月，是对我们活在当下的告诫。","推荐"
"2199","生活也太残酷了","推荐"
"2200","我的考研读物啊","力荐"
"2201","少年去游荡，中年想掘藏，老年当和尚","力荐"
"2202","很早读的有点忘了","力荐"
"2203","无理由的反复折辱。巨大悲哀是意义本身，因为真相如此。","力荐"
"2204","少年去游荡，中年想掘藏，老年做和尚。","推荐"
"2205","很棒的一本书！内容很有意义，情节设计很巧妙，语言也让人深受启发。是我很喜欢的作者，值得反复品味的语言和故事。","推荐"
"2206","标记个不同版本","力荐"
"2207","最喜欢最后福贵和老牛在一起的描写。真的，活着不仅是隐忍，还有苦中作乐","力荐"
"2208","补档","力荐"
"2209","真的是苦到连叹息都没有了 看到有庆抽血死在医院要哭了想到地久天长里面冷冰冰的医院走廊 家珍喊春生你要活着也是泪点 哎二喜为了不让凤霞被蚊子咬自己先喂饱蚊子是最近看过最纯粹的爱了","力荐"
"2210","太惨了","推荐"
"2211","补标","力荐"
"2212","补标。五年前读过。",""
"2213","补记","力荐"
"2214","自由意志","力荐"
"2215","生命真好！","力荐"
"2216","压抑","还行"
"2217","也该再读一遍了",""
"2218","第二遍了，很奇怪没有第一次那么感动了，可能年纪大了就感觉到世事无常才是真实生活的样子","推荐"
"2219","不忍再读。","力荐"
"2220","神～","力荐"
"2221","每个人，每天，都在活着。。多么简单又沉重的词！","力荐"
"2222","我有一个黄铜做的书签用了3年多，上面刻着海明威的这句话，“任何人的一生，只要如实去说，都如同小说一般。”我英文不好经常忘了这句话的中文意思，也没觉得这句话有什么特别的，直到我读到了余华写的小说《活着》里的一个段话“可是我再也没遇到一个像福贵这样令我难忘的人了，对自己的经历如此清楚，又能如此精彩地讲述自己……这样的老人在乡间实在难以遇上，也许是困苦的生活损坏了他们的记忆，面对往事他们通常显得木讷，他们对自己的经历缺乏热情，仿佛是道听途说般的只记得零星几点……在这里，我常常听到后辈们这样骂他们：“一大把年纪全活到狗身上去了。”对于生活的追求可以各种各样，但对于我来说还有一个更简单更纯粹的追求，多年以后，还能够记得还愿意谈起自己曾经的生活…生活没有让我丧失感受力，我也依旧珍惜生活。","力荐"
"2223","读完恰好是《七天》出版，结果不好看","还行"
"2224","当时读完挺生气的","力荐"
"2225","不能忘记多年前被头发般柔韧的活着感动，这大概是人性最后的守护门槛。至于是什么把人性逼到了最后的门槛，我不想说。","推荐"
"2226","又看了一遍《活着》，当撕心裂肺的悲苦被垂垂老者平静地讲出，我们再次感受到人对苦难的承受力。人，确是被造于苦难之中。","推荐"
"2227","福贵的口述平静而又克制。这些外人看来难以承受的苦难在经历过之后，像是傍晚各户农舍升起的炊烟，在人生的烟霞中消隐了。活着的意志是富贵最强大的信念，中国在现当代经历过的苦难，福贵全都经历过，这些经受的苦难，偶尔的欣喜，少数的幸福，抑或陡然的劫难都在活着的意志下，流入人生的皱纹里，铸成一部生命的诗篇——《活着》","力荐"
"2228","突然想到了那句，日光之下，并无新事。","力荐"
"2229","惨","推荐"
"2230","可谓读时一口气，读完没印象，但读时畅快波澜的感觉还有余味，属于会想要重读的小说。","推荐"
"2231","人如天地间沉浮的沙砾，不知道什么时候便会分离和死去。","力荐"
"2232","其他版本",""
"2233","启蒙时遇到的最好得书之一。","力荐"
"2234","不会再读的书","推荐"
"2235","一直很喜欢看穿越时代的故事。但《活着》太沉重了，中间几度想落泪。感叹书中每个角色，福贵、家珍、有庆.....怎么可以那么悲惨，但仔细想想，在那个年代应该是非常真实的。看完小说后又专门去找了巩俐和葛优演的电影版《活着》，回过头看那些特定的年代，想到一句话：真实的生活可以比你想象的更荒诞100倍。","力荐"
"2236","正如小說的標題「活著」多加一字都顯得多餘","力荐"
"2237","高二看的 当时还有一本许三观一起看也算是为数不多的优质课外读物叭这么一想我高中三年看的课外书（不超过二十本）里面也算是没有很水的？？？",""
"2238","除了活着没有其他选择","力荐"
"2239","每一个人让我开书单，第一个我就推荐这本","力荐"
"2240","少年去游荡，中年想掘藏，老年做和尚。","力荐"
"2241","😊“人是为活着本身而活的，而不是为了活着意外的任何事物所活着”。正是因为有了死亡，生命才有意义，或者说死亡是生命的组成部分。浪子终于回了头，可是命运像是注定了一样，被安排的明明白白，当他身边的亲人朋友一个个离他而去，他继续“苟活”着，日出而作，日落而息，只是人老了，腰酸了，力气也不多了。我不知道他有有多大的勇气，我知道那是我所缺失的，被讨厌的勇气。他会牵着那条到“福贵”的牛，走到终点，回首一生，他会笑的。生命毫无意义不是吗，但即使是个小人物，也于平凡之中闪耀，他这一生不平凡，时代再改变，一切会越来越好的，衷心祝愿每个普普通通的“小人物”，过好自己的一生，让“我们”变得有意义，有价值。","力荐"
"2242","伟大的作品几乎都是悲剧为主线","力荐"
"2243","余华的小说，没讲的，高中把他的主要作品看了个遍","力荐"
"2244","幸与不幸，我们很难将之分辨，唯有活着，明天又是新的一天","推荐"
"2245","生活不易，且行且珍惜","推荐"
"2246","余华的笔触让我有种异域作家的陌生感。没有乡土人情，倒像是一个控制变量的实验。惨烈的痛苦想要表达的却是生活的热情。扁平的人物，简单的叙述，如此直白。不是很喜欢。","还行"
"2247","早年读过，情节仍然记忆深刻，富贵的一生真的挺悲苦的。还有这名字，也挺戏剧，象征富贵的名字，一生也没有富贵。","力荐"
