title,score,score_num,short1,short2,short3,short4,short5
简爱（英文全本）,8.5,"(
                    179155人评价
                )",我最讨厌的外国小说之一,我们的灵魂是平等的，就仿佛我们两人穿过坟墓，站在上帝脚下，彼此平等。,文艺女青年推倒高富帅大叔的故事。为了显示爱情的纯洁，这位文艺女青年非得等这位大叔家毁人亡，瞎了双眼才和他在一起。据说在中国，很多持简爱思想的姑娘，都不幸成了剩女。,一个四十岁的有钱老男人与一个十八岁的孤女以soulmate的形式相恋，而发疯的原配被囚禁和疏离，明明是自愿迎娶的，却硬要说成是被父兄和女方家set up的，同时亲生女儿只能被当做ward寄存在家里，后来还被赶到了寄宿学校，理由又是说不能确定年轻风流时这个孩子是不是自己亲生的。最后孤女仅存的叔父给了她一大笔遗产，而老男人断了手臂、眼睛瞎了，其原配又恰逢其时地死去，于是两人连物质和境遇上的不平等也克服...,从旁人的角度看这种自怨自艾式的玛丽苏可是真心让人厌恶
设计中的设计,8.6,"(
                    28443人评价
                )",好吧，同一个翻译外加同一个封面设计，你长得太像隈研吾老师了。,设计不是一种技能，而是捕捉事物本质的感觉能力和洞察能力。,没有想象中好，但是看完他两本书后发现他对纸这种材料也算是情有独钟。,很认同原研哉的一些思想，比如说设计要引导消费者的品味。,设计观点范畴内的部分还是很具启发性的，但集中结合经济、文化进行的阐释则有不少令我不敢苟同。全书逻辑线条比较模糊，结构失衡的地方也有一些。看得出来原文应该是比较平易的语言风格，翻译似乎没有太大问题，只是行文间偶见小毛病。另外挑个小刺，“津村耕佑与尿不湿”一节，插图使用的照片与原研哉在文中提到的不符。
繁花,8.7,"(
                    17195人评价
                )",金宇澄简直是文坛徐根宝  繁花=上海滩《渴望》+网络文学话本+风土人情博物志+手艺人叙事+土先锋精神   非常好看 读到小毛跟阿宝、沪生重逢那段很感动的 整本书概括起来就是姝华的那封信 “年纪越长，越觉得孤独，是正常的，独立出生，独立去死。人和人，无法相通，人间的佳恶情态，已经不值一笑，人生是一次荒凉的旅行。”,繁花照眼，终是虚空。赞。,这么广泛受赞誉的书，我看了3次都过不去100页，我还是个魔都人，真心惭愧。 可是我喜欢魔都旧时代的轰轰烈烈，不喜欢繁琐市井（奇怪的是，我喜欢老北京的市井生活），看书这个东西，真心是甲之熊掌，乙之砒霜啊！,春病与春愁，何事年年有。 半为枕前人，半为花间酒。,对我而言是一本解释“为啥阿拉上海宁这么有优越感”的书，但不让人讨厌。稀碎又磅礴、下作又美好，文笔简直开挂，看得我血都疼了。
罪与罚,9.1,"(
                    9405人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


陀思妥耶夫斯基（Ф.М.Достоевкий，1821～1881），俄国19世纪文坛上享有世界声誉的一位小说家，他的创作具有极其复杂、矛盾的性质。  陀思妥耶夫斯基生于医生家庭，自幼喜爱文学。遵父愿入大学学工程，但毕业后不久即弃工从文。在法国资产阶级革命思潮影响下，他醉心于空想社会主义，参加了彼得堡进步知识分子组织的彼得拉舍夫斯基小组的革命活动，与涅克拉索夫、别林斯基过往甚密。  1846年发表处女作《穷人》，继承并发展了普希金《驿站长》和果戈里《外套》写“小人物”的传统，对他们在物质、精神上备受欺凌、含垢忍辱的悲惨遭遇表示深切同情。唤醒他们抗议这个不合理的社会制度。  《双重人格》（1846）、《女房东》（1847）、《白夜》（1848）和《脆弱的心》（1848）等几个中篇小说使陀思妥耶夫斯基与别林斯基分歧日益加剧，乃至关系破裂。后者认为上述...(展开全部)
",罪的反义词是罚吧！,“索尼雅，后来我知道了，如果等到所有人都变得聪明，那要等太久。后来我又知道永远不会有这样的事，人是不会改变的，也没有人能改变他们，不值得耗费精力！是的，就是这样！索尼雅，这就是他们的规律……规律！就是这样。”,糟糕 的装帧以及糟糕的翻译都不能阻止在读完最后一页合上此书时心悦诚服的感慨，这果真是一本伟大的书。到后半部，几乎可以如临其境的理解拉斯柯尔尼科夫那种需要具体的行动，来证明自己的理论的那种急迫的焦虑。但是，仍然是最后的爱，才是最后的解脱和治疗。,陀思妥耶夫斯基。罪：真实的犯罪，主观的无罪；罚：真实的体罚，心理的煎熬。与罪相比，罚是一种无法承受的来自于“爱”的罚。亲情，友情，爱情，这三种夹杂的“罚”，还有什么能够比他们更沉重的吗？而罪，他服罪了，他自首了，他自首不是因为他认为错了，而是因为在实施罪的时候他失败了。失败是罪，杀人不是罪，这是一种理论，这种理论把自己凌驾于任何的生命之上，他是一种强大的唯心主义。陀氏，在罪与罚之间，不断的摇摆，最...
人间草木,9.0,"(
                    12298人评价
                )",还是这种气定神闲的生活小品对我的胃口，讲讲吃吃喝喝玩玩旧事，很羡慕那个时期的学生生活。虽说那个年代也有很多艰苦，但看文字始终充满了正面的能量和生活的热情，让人看了心情舒畅。,曾以为阳春白雪的才能代表品味，后来发现，汪曾祺身上这浓浓的人间烟火味儿才是真情趣。,花草树木生活琐碎看似稀松平常但皆俱风雅，先生生于最好的时代，我羡慕不已,平铺直叙又不做作 也只有老一辈作家有这个气质了吧,在飞机上看了一半。倒时差的几日，趁着天蒙蒙亮，城市尚未苏醒，便和着凉风把此书给补完了。我也已经身处自己挂念着的地方啊。于是又顺手推给了母上看。她翻了十来页，也说好。
恶意,8.4,"(
                    181155人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


东野圭吾，日本著名作家。1958年生于大阪，直木奖、推理作家协会奖、江户川乱步奖、本格推理小说大奖等日本重要文学奖项得主，出道20余年来作品逾60部。 早期作品多为精巧细致的本格推理，随着写作功底浸润日深，涉及领域也不断延伸，对社会现象的剖析日渐精微。后期笔锋越发老辣，文字鲜加雕琢，叙述简练凶狠，情节跌宕诡异，故事架构几至匪夷所思的地步，擅长从极不合理之处写出极合理的故事，功力之深令人瞠目骇然。 1985年，凭校园推理小说《放学后》夺得第31届江户川乱步奖，开始专职写作。 1999年，《秘密》获第52届日本推理作家协会奖，入围第120届直木奖。 2000年，《白夜行》入围第122届直木奖。 2001年，《暗恋》入围第125届直木奖。 2003年，《信》入围第129届直木奖。 2004年，《幻夜》入围第131届直木奖。 2006年，《嫌疑人X的献身》创...(展开全部)
",看到三分之一的时候我以为快完了，吓一跳说这也太短结论的太突兀了吧，果然真正的内容还没开始。东野圭吾的想象力非常非常丰富。但看了几个作品以后，总多少觉得他太刻意的想制造那种意想不到的效果，推理的过程常常很精彩，但是结论未必上乘。这次的结果虽然也没有说不过去，但还是觉得他把精力全用在了动机的推理过程上，可动机本身，被发掘剖析的不够深。这次的主题，如果能够在这个社会心理问题上多用些心思，这个小说就会突破...,我就是恨你，明明你是我最亲密的朋友，明明你是那么善良，明明你知道我猥琐的过去还帮我保密，明明你一直在帮我实现理想。可是我就是恨你。我恨你抢先实现了我的理想，我恨你优越的生活，我恨当初我如此不屑的你如今有了光明的前途，我也恨我自己的懦弱，我恨我自己运气不够才能不够，我恨我自己还没来得及成功就得了癌症。我把对我自己的恨一并给你，全部用来恨你。,继续标记 东野的三佳作之一 确实算是手记体中不错的作品 过程及推理倒是可以略去不计的 全书的关键不在命案本身和最后的拆穿 而在身患绝症野野口修的动机：希望能够彻底侵占作家旧友的一切 不止生命 还包括他多年来苦心经营的一切 此种恶意并不与复仇相关 说穿了无非不平心和自我中心主义而已,没读过恶意，就不算读过东野圭吾，比起冤有头债有主，不知从何而来的恶意才最教人心寒，也持续的最久，这世上的多数恶意，大抵如此
银河帝国：基地七部曲,9.5,"(
                    3878人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


人类蜗居在银河系的一个小角落——太阳系，在围绕太阳旋转的第三颗 行星上，生 活了十多万年之久。 人类在这个小小的行星（他们称之为“地球”）上，建立了两百多个不同的行政区域（他们称之为“国家”），直到地球上诞生了第一个会思考的机器人。 在机器人的帮助下，人类迅速掌握了改造外星球的技术，开启了恢弘的星际殖民运动；人类在银河系如蝗虫般繁衍扩张，带着他们永不磨灭的愚昧与智慧、贪婪与良知，登上了一个个荒凉的星球，并将银河系卷入漫长的星际战国时代，直至整个银河被统一，一个统治超过2500万个住人行星、疆域横跨十万光年、总计数兆亿人口的庞大帝国崛起——银河帝国。 一个微妙的转折发生在银河帝国建国后的12020年。哈里·谢顿，这个刚满32岁的年轻数学家，开创了“心理史学”，这门学科能用数学公式准确推演全人类的未来——“预言”从此成为一门可以信任的科学，人类由此可以看...(展开全部)
","

.intro p{text-indent:2em;word-break:normal;}


艾萨克·阿西莫夫（1920-1992） 俄裔美籍作家，被全世界的读者誉为“神一样的人”；美国政府授予他“国家的资源与自然的奇迹”这个独一无二的称号，以表彰他在“拓展人类想象力”上作出的杰出贡献。 阿西莫夫是一个全知全能的作家，其著作几乎覆盖人类生活的一切方面，上天下海、 古往今来、从恐龙到亚原子到全宇宙无所不包，从通俗小说到罗马帝国史，从科普读物到远东千年历史，从圣经指南，到科学指南，到两性生活指南，每一部著作都朴实、严谨而又充满幽默风趣的格调，为了尽情发挥自己诙谐搞笑的天赋，他甚至还写过一本《笑话集》。 他提出的“机器人学三大法则”是当代机器人学的基本法则，他预言了今天的生物科技，预言了互联网时代的数字图书馆，预言了人类将进行太空殖民。 终其一生，阿西莫夫最引以为豪的则是：《银河帝国》系列小说。 --------------------------...(展开全部)
",古往今来，唯一的，最张扬的，关于人类的宏大想象,全靠语言推动情节，这个描写真是鸡肋。。。,"《基地》系列在这套“银河帝国”中,被编排为一到七,但排序非常奇怪,既没有按照书的写作顺序,也没有按照故事的时间线顺序。假设我们用故事的时间线顺序把《基地》的七本书排成一、二、三、四、五、六、七的话,这套书的排列顺序则是三、四、五、一、二、六、七。如果你购买的是这套《基地》,我建议的阅读顺序有两种:或者严格按照原著小说的写作顺序来阅读,就是一、二、三、六、七、四、五;或者按照故事的时间线顺序来阅读,..."
世界尽头与冷酷仙境,8.6,"(
                    35610人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


《世界尽头与冷酷仙境》是村上春树最重要的小说之一，与《挪威的森林》、《舞舞舞》合称为村上春树三大杰作。小说共40章，单数20章“冷酷仙境”，双数20章为“世界尽头”，这种交叉平行地展开故事情节的手法是村上春树小说的特征，而这部作品是这种特征最典型的体现。“冷酷仙境”写两大黑社会组织在争夺一个老科学家发明的控制人脑的装置，老人躲到了地底。主人公“我”是老人的实验对象，他受到黑社会的恐吓，在老人的孙女帮助下，经过了惊心动魄的地底之旅，好容易找到老人，却被告知由于老人的计算错误，他24小时后离开人世，转往另一世界即“世界尽头”。“我”回到地面上, 与女友过了最后一夜告别，然后驱车到海边静候死的到来。“世界尽头”是另一番景象，这里与世隔绝，居民相安无事，但人们没有心，没有感情，没有目标。“我”一直想逃离这里，但在即将成功时选择了留下，因为“我”发现“世界尽头...(展开全部)
",在解读哲学的本我与自我命题中，村上用了极致的想像力与具象来表达，并给出了他的态度“我是作为我自身而存在”，太精彩了。我到最后真后悔自己读得太快了。,村上小说里的姑娘似乎都十分能吃，仅这一点就把很多假仙的女主角甩了八条街。临死前那顿豪吃真是令人印象深刻。他的爱情观大概就是只要姑娘能陪着踞案大嚼痛快大聊倒头大睡，那就必是真命天女无疑了。,先看过《海边的卡夫卡》又看的这本，相似的写作手法，故事这一部更精彩。对于结局大概每个人都有自己的理解， 我的理解是，现实世界的他做出的选择反射到意识的世界尽头：选择沉睡，在意识中“永生”，所以世界尽头的他是不可能跟影子跳下去的。最终他选择逃避现实，永远留在自己打造的意识世界，但是又有坚持，因为他是带着“心”留下的。村上真的太会营造氛围，很容易把看的人带进去，想跟他一起吃一起喝一起听歌一起躺在草地上...,"村上写得累，我看得也累

两条线脱节得厉害，村上没有同时驾驭两条线的能力"
孙子兵法,9.4,"(
                    7205人评价
                )",2011 3 纸质本。我原来以为我不需要看这本书的。。事实上，的确是值得人手一本,这本书，不厌百遍读。,通篇第二次慢慢读，味道终于出来了。通篇充满想象力、大气、言简意赅。说直白一点，只要世界上还有至少两个人，这本书就有用。是的，历史就是不停地斗争。,虽为兵法，全在谋篇。,“知彼知己，百战不殆”，“无所不备，则无所不寡”。
海风中失落的血色馈赠,9.1,"(
                    8288人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


《海风中失落的血色馈赠》所收入的七个故事，有少年渴望摆脱家族在海岛世代挖煤的命运而在成年之际离家远行，有人到中年的大学教师回忆少年时他那心怀壮志但困居海岛打鱼为生的父亲，有散居各地的大家族在老祖母96岁生日之际齐聚老祖母寡居的海角……这些故事勾画了男女之间、父母与子女之间 紧密的纽带和难以逾越的鸿沟，既温柔又残酷。 这些故事都发生在新斯科舍省布雷顿角那些严酷的风景中，写的都是复杂、神秘的人心。它们被记忆和传说浸润，被海水和鲜血冲刷，而这些海水和鲜血，都曾流淌于同土地和海洋漫长的搏斗中；麦克劳德颂扬的是一种和自然世界的深情交融，以及面对变迁、面对爱与失去，多少世代之间某些一脉相承的东西。 很难想出还有谁能写出具有阿利斯泰尔•麦克劳德般魅力的小说。 ——爱丽丝•门罗 和福克纳或契诃夫的作品一样，阿利斯泰尔•麦克劳德的短篇小说既是地域的，又是普世的，而且，...(展开全部)
","

.intro p{text-indent:2em;word-break:normal;}


阿利斯泰尔•麦克劳德（1936-2014），加拿大著名短篇小说家。他生于加拿大萨斯喀彻温省北贝特尔福德市，但在十岁时随父母搬回世代居住的老家、位于加拿大东部省份新斯科舍省布雷顿角岛定居。他早年毕业于新斯科舍师范学院，成了一名学校教师，后来，他相继在新斯科舍省的圣方济各•沙勿略大学和新不伦瑞克大学攻读学士和硕士学位，1968年在美国圣母大学获得博士学位。年轻时为了维持学业，他做过伐木工、煤矿工人和渔夫。 1969年，在印第安纳大学英语系执教三年之后，他回到加拿大，在安大略省的温莎大学教授英文和写作，直至退休。麦克劳德创作低产，一生只出版两部短篇小说集《海风中失落的血色馈赠》（1976）、《当鸟儿带来太阳》（1986）和获得都柏林国际文学奖的长篇小说《没什么大不了的》（1999）。2000年，他的加拿大出版社将他早年两部短篇集加上两个新的短篇小说，出版短...(展开全部)
",布雷顿角，又一个“约克纳帕塔法”式的文学模式，七个短篇虽无情节勾连，但呈现出时空上的共通和情感上的相偕，自传成分微妙嵌入其中，文本和现实的互文，读来感慨怅然；世世代代在地下煤矿匍匐耕耘，或在灰蓝怒吼的大西洋上搏击风雨，床尾映照着浪花的莹白，呼吸里充斥着咸涩的冰晶，举目皆是巉岩，人类渴求温饱和温暖的希望如此微渺而不可及；新生的一代永远在逃离，此乡非吾乡，去时和来时的路一样漫长，回溯时却已是“有病的、...,花一辈子去做自己厌烦的事，比永远自私地追逐梦想、随心所欲，要勇敢得多！,我这一年来读过的最美的书，像被神亲吻过一样的散文，尤其是最后的两篇，要不是坐在火车上我一定会哭出来，我无法想象居然还会有关于家庭关系的付出牺牲纠葛的故事还能如此的打动到我。所有故事仿佛都发生在被世界遗忘的一角，然而这样的孤独又不会让人觉得陌生，因为我们所熟悉的生活本就是这样残酷和美好。这本短篇集之美，正是我心目中一直热爱的文字之美，而且也恰好证明了写作是需要过人的天赋的，只有像作者这样的人才能将文...
中国哲学简史,8.9,"(
                    13930人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


冯友兰，字芝生，河南唐河人。1912年入上海中国公学大学预科班，1915年入北京大学文科中国哲学门，1919年赴美留学，1924年获哥伦比亚大学博士学位。回国后历任广东大学、燕京大学教授、清华大学文学院院长兼哲学系主任。抗战期间，任西南联大哲学系教授兼文学院院长。1946年赴美任客座教授。1947年任清华大学校务会议主席。曾获美国普林斯顿大学、印度德里大学、美国哥伦比亚大学名誉博士学位。1952年后为北京大学哲学系教授、中科院哲学社会科学部委员。 译者赵复三，祖籍江苏宝山，1926年生。少从周一良、王守惠先生读中国古典文学。1943年入上海圣约翰大学，1946年大学毕业。1964年被聘为中国科学院世界宗教研究所基督教研究室主任。1977年，中国社会科学院成立，被聘为世界宗教研究所研究员、研究生院教授、副所长。1985年任中国社会科学院长，主张以蔡元培...(展开全部)
",大部分是准确的，思路清晰也很客观。但是有些地方，可能是为了让外国人理解，拿柏拉图等西哲进行类比，个人认为有些牵强，会造成一种误导。,居然评分这么高？可见豆瓣烂文青真多,“人往往需要说很多话，然后才能归入潜默。”,真羡慕美国读者，几十年前能看到这种书。
茶馆,9.0,"(
                    10932人评价
                )",改良，改良，越改越凉！,傷心秦漢經行處，宮闕萬間都做了土。興，百姓苦，亡，百姓苦。從鴉片戰爭開始以後一直到文革結束，百姓享過什麽太平。就連老舍先生，也在文革間投湖自盡。願從今以後國泰民安,在主题先行的延安文艺路线的文学作品中，《茶馆》算写得好的，那个撒纸钱的结尾可以是所有乱世流离人的写照，比起纯粹的革命软文好一些。,初中学这文章，年少无知，不能理解每句话的意思。如今再看，常四爷嘴一张，一条汉子立了起来，众生百态，轮番登场，道尽几代人的苍凉。,“众生百态，轮番登场，道尽几代人的苍凉。”
众病之王,9.1,"(
                    7394人评价
                )",2015.12.09.史诗一般的书！看完它感受最深的不是对癌症的了解又加深了多少，而是医学一直处于一种持续性的批判与自我批判的良性发展状况，这对我们以及我们的未来来说就是莫大的希望，迷信神叨叨的东西，实在应该多看看这种追寻真理的过程。虽然追到的未必是正确的，但只要你在前进，“没有人徒劳无功”。,社科/科普书就该这样写啊，省得我这样的文盲看不懂。现在不仅看懂了，还能拿出来吹嘘——“我最近读了《众病之王》。”“噢，讲什么疾病的吗？”“是的，讲癌症的。”待对方露出佩服的神情，便可正色道：你可知道这癌症么，它有两百多万年的历史……”,嗅到柴静吴晓波海斯勒的气味，也许这种腔调已成为在这个时代书写传奇的标准范式，写作者很难避免这一诱惑。可我仍然觉得医学也许是人类唯一真实不虚的事业，如果我死时侥幸还保有财产，我想全数交给医学研究和一个社会学意义上的特定人群。,2015年第115本：作者临床实践与癌症的历史双线交织，不仅是众病之王的病理学发展史，也是一代又一代医护工作者从手术到化疗到放疗到靶向到临终关怀等治疗之路的曲折探索，更是无数病人在被癌症吞噬的边缘与死亡博弈、苦苦挣扎积极求生的艰辛尝试。“癌症是一个莫大的机会，让你的脸紧贴在你无法逃避的死亡的玻璃上”，作为一种令人绝望的现代恐怖幽灵，癌症否定了在它自身之外和凌驾于它之上的所有生命的可能。在与癌症的这...,其实评语可以完全抄袭上一本书的……原书五星，中信家的翻译小错一堆，不但有错别字和漏字，甚至一页里的译名可以来回变换五次。在没对照原文的情况下倒是没看出明显的大错。
我的天才女友,8.5,"(
                    48490人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


只有你身为女人才会知道这些丑陋的秘密 两个女人，50年的友谊和战争 过去五年，几乎所有欧美读者都在谈论她、 全球畅销百万册 被翻译成40种语言 《金融时报》2015年度女性 2016《时代》周刊“世界最有影响力的100人” 希拉里·克林顿、 乔纳森·弗兰岑、詹姆斯·伍德、詹姆斯·弗兰科都是她的粉丝 ---------------------- 《我的天才女友》是埃莱娜·费兰特“那不勒斯四部曲”的第一部，讲述了两个女主人公莉拉和埃莱娜的少女时代。故事一开始，已经功成名就的埃莱娜接到莉拉儿子里诺的电话，说他母亲彻底消失了。埃莱娜想起莉拉对自己命运的预言，于是她写下她们一生的故事…… 莉拉和埃莱娜一起成长于那不勒斯一个破败的社区，从小形影不离，彼此信赖，但又都视对方为自己隐秘的镜子，暗暗角力。 莉拉聪明，漂亮。她可以毫不畏惧地和欺凌自己的男生对质，也可以去...(展开全部)
","

.intro p{text-indent:2em;word-break:normal;}


埃莱娜·费兰特，目前意大利最受欢迎也最神秘的作家。埃莱娜·费兰特是一个笔名，其真实身份至今是谜。 埃莱娜·费兰特1992年发表第一部长篇小说《讨厌的爱》，很快引起关注，1995年就被意大利导演马里奥·马尔托内拍摄为同名影片；此后她相继出版小说《被抛弃的日子》(2002) 、《迷失的女儿》（2006）、《夜晚的沙滩》（2007）和散文、访谈集《不确定的碎片》（2003）。 2011年至2014年，埃莱娜·费兰特以每年一本的频率出版《我的天才女友》《新名字的故事》《离开的，留下的》和《失踪的孩子》这四部情节相关的小说，被称为“那不勒斯四部曲”。它们以史诗般的体例，描述了两个在那不勒斯穷困社区出生的女孩持续半个世纪的友谊。 “那不勒斯四部曲”也在世界范围内掀起了“费兰特热”，千万读者为书中对女性友谊极度真实、尖锐、毫不粉饰的描述所打动。虽然作者从未公开其性...(展开全部)
",2017年已读047：三星半，乏善可陈，不是很懂读书主页上的一片好评如潮。寻常的成长题材，太过传统的写作手法，限制的单一化女性视角，在读的过程中，一直游离于这个故事之外，没有代入，无法共鸣。贫穷、肮脏、充满暴力的那不勒斯，是两个姑娘成长的背景，却也是他们亟欲逃离的现实。或许是叙事视角的关系，两个姑娘中，莉拉是像引路人一般的存在，埃莱娜像逐日的向日葵一般亦步亦趋，她们的命运纠缠不休，却最终走上了不同...,急于摆脱这本书，蛮无聊的，更何况直接硬生生未完待续,看完觉得无论NYT还是卫报那些评论都没在点子上，除了一句：莉拉是造物主。（然而站在莉拉角度看埃莱纳又会是什么景象？是墨提斯还是雅典娜？“女性友谊”的描述无疑是窄化的）最后三十页基本是内心尖叫着读完，祈祷剩下三部速度出
ZOO,8.6,"(
                    32482人评价
                )",就像我看见的鬼压床时的噩梦一样真实，所以看得时候我的大拇脚趾头一直在鞋里动，条件发射的想从不受我控制的梦里醒来。,拍个七个房间Cult片吧,这是罪犯才能写出来的。,很一般的小说集，黑不够黑，不伦不类..可能是翻译的原因，文笔也不怎样,读读吧，如果你是个画面感很强的人，你会觉得……
额尔古纳河右岸,9.0,"(
                    11482人评价
                )","

.intro p{text-indent:2em;word-break:normal;}


这是第一部描述我国东北少数民族鄂温克人生存现状及百年沧桑的长篇小说。似一壁饱得天地之灵气，令人惊叹却难得其解的神奇岩画；又似一卷时而安恬、时而激越，向世人诉说人生挚爱与心灵悲苦的民族史诗。 著名女作家迟子建，以一位年届九旬，这一弱小民族最后一个酋长女人的自述，向我们娓娓道来—— 在中俄边界的额尔古纳河右岸，居住着一支数百年前自贝加尔湖畔迁徙而至，与驯鹿相依为命的鄂温克人。他们信奉萨满，逐驯鹿喜食物而搬迁、游猎，在享受大自然恩赐的同时也艰辛备尝，人口式微。他们在严寒、猛兽、瘟疫……的侵害下求繁衍，在日寇的铁蹄、“文革”的阴云……乃至种种现代文明的挤压下求生存。他们有大爱，有大痛，有在命运面前的殊死抗争，也有眼睁睁看着整个民族日渐衰落的万般无奈。然而，一代又一代的爱恨情仇，一代又一代的独特民风，一代又一代的生死传奇，显示了弱小民族顽强的生命力及其不屈不挠...(展开全部)
","

.intro p{text-indent:2em;word-break:normal;}


迟子建，女，中国作家协会第六届全委会委员，黑龙江省作家协会副主席，一级作家。1964年元宵节出生于中国的北极村——漠河，童年在黑龙江畔度过。1984年毕业于大兴安岭师范学校，1987年人北京师范大学与鲁迅文学院联办的研究生班学习。1990年毕业后到黑龙江省作家协会工作至今。 1983年开始写作，至今已发表文学作品五百万字，出版单行本四十余部。主要作品有：长篇小说《树下》《晨钟响彻黄昏》《伪满洲国》《越过云层的晴朗》；小说集《北极村童话》《白雪的墓园》《向着白夜旅行》《逝川》《白银那》《朋友们来看雪吧》《清水洗尘》《雾月牛栏》 《当代作家选集丛书——迟子建卷》《踏着月光的行板》，以及散文随笔集《伤怀之美》《听时光飞舞》《我的世界下雪了》《迟子建随笔自选集》等。出版有《迟子建文集》四卷和《迟子建作品精华》三卷。 曾获鲁迅文学奖、澳大利亚“悬念句子文学奖”...(展开全部)
",到最后已分不清祖辈、儿辈和孙辈了……我是读得太不用心了,鄂温克游牧民族人文历史，原始部落生活。很精彩，很有趣，人物丰富，故事多，文字美，可读性很强。题材有点像《尘埃落定》，内容更像《白鹿原》和《百年孤独》，写一个聚居大家族，好几个家庭的生死百年。每个人都有他的命运。萨满的形象有点魔幻现实主义。,有种《百年孤独》范儿。好书。
狂热分子,9.0,"(
                    9187人评价
                )","这个书放到今天在学术上大概是成疑的，有结论无论证，或者论证得很不充分。不过，大智或大谬都出自这类书，因为作者往往对真理或谬误（某种程度上，谬误乃真理的扭曲反映）有一种直觉的把握。
大概是写于上世纪50年代初吧，作者所选取的例子除纳粹和苏联外，第三多的要算中国了。而且，作者还专爱拿老蒋和某党说事：“蒋介石的一大败笔就是八年抗战结束后，未能及时找到一个代替日本人的新魔鬼。这位雄心勃勃却头脑简单的将军大...",领袖必须是个务实者和现实主义者，但说起话来又得像个梦想家与理想主义者,夹了N多书签，看的相当有收获。我们可以人云亦云或看似标新立异的解释很多现象，发出很多愤慨，打很多无聊的口水战，但实际上真的应该把镜头从个体拉到社会，从现状溯及到历史，一本好书就是一个让你站上新视角的机会。,"都在夸这本书“每一句话都可以拿出来当格言警句”。问题在于这些格言警句并不全都符合事实，很大一部分在这本书中也没有合理的论证过程，甚至某些小结论彼此之间还出现了冲突。不懂为什么分数这么高（摊手

好比第一部分，概括起来三句话，“loser感到失落，他们会选择报复社会，甚至压根不挑剔报复的方式”。结果这里头每一句话几乎都有再讨论的余地。尤其是他反复强调的“群众运动的替代性”，无疑是拿群众心理结构的相似...",观察很到位。《怎样在革命中利用狂热》 
毛姆短篇小说精选集,9.1,"(
                    7677人评价
                )",GAY真是太毒舌了……很好看！（不过因为他被后来的女人们抄袭太多次，所以 会觉得有些情节似曾相识。）,"《赴宴之前》、《信》已在《木麻黄树》读过，附录中董桥一文有些不知所谓。依旧是毛姆大叔一贯的犀利刻薄、一针见血，他从纷繁芜杂的世情百态中，洞见人生的荒谬与虚妄、人性的矫饰与丑陋，以及种种罪恶的渊薮。
",重读毛姆，依然精彩，收23篇。《雨》神性输给人性、《爱》生活真谛寻找、《午》笔友见光破财、《生》父亲三戒落空、《舞》没有选择的跳水表演、《狮》草根成为绅士的道路和代价、《逃》永远选房逃婚法、《格》投店听客说小屋鬼吼、《赴》婚姻和爱无法制止酗酒、《珍》搞错项链改变姑娘命运、《美》精神姐弟恋害死丈夫、《蒙》梦魇与同归于尽、《教》不识字但认识世道可以发财、《患》“厚道”之人借水杀人、《满》重婚犯钓老姑娘...,第二篇还挺像浓缩版《刀锋》的,我已成毛姆脑残粉儿。故事怎么能个个好看！又都长得不一样！游历四方，见多识广，知人识相。我不想看精选，我想看完所有他写的短篇小说！
影响力,8.6,"(
                    37117人评价
                )",1 网络节点＝意见领袖，2 要改变他人之前先考虑：这值得么，这能做到么？ 3 关键性行为必须简单明确 4 故事比说教有用，因为说故事的时候人们能感同身受，而忘了去反驳或是质疑 5 一个人的网络数量远比他的智商重要，要利用社会资本 6 微小的奖励能导致巨大的改变 7 要奖励关键性行为而不是结果 7 让人们容易做正确的事，比如要瘦身的人把健身器材移到身边，把甜食放远,此书略浅,绝圣弃智，民利百倍；绝仁弃义，民复孝慈；绝巧弃利，盗贼无有。此三者以为文，不足，故令有所属：见素抱朴，少私寡欲。,好书，干什么的都可以看一看，不做营销的也可以当一本防骗指南看。,芒格
象棋的故事,9.1,"(
                    7705人评价
                )",说到茨威格世人大多会联想到《一封陌生女人的来信》里的大段自白。而我更喜欢《象棋的故事》。不管是外国文学课上讲到的纳粹在精神方面的贻害深远，抑或是自己领悟到的孤独在精神方面的自断前程，都是不可逆转的人间悲剧。避重就轻的叙述反而让沉重有了一股可以被救赎的幻象。至于其他短篇，印象不深。,茨威格最擅长的“让人血脉喷张的激情”的行文。,好看，茨威格非常有讲故事和描述心理的才能。,尤其爱《一个女人一生中的二十四小时》，被蛊惑的爱情 ,我在2007年10月初颱風來襲被洪水困在寢室的晚上讀這本書。每一篇都很讚。
